Cities,Cause_category,Cause_Subcategory,Outcome_of_incident,Count,Age
Ghaziabad,Road Features,Others,Persons Killed,147,65
Ghaziabad,Road Features,Others,Total Injured,221,37
Ghaziabad,Road Features,Pot Holes,Greviously Injured,0,38
Ghaziabad,Road Features,Pot Holes,Minor Injury,0,31
Ghaziabad,Road Features,Pot Holes,Total number of Accidents,0,68
Ghaziabad,Road Features,Pot Holes,Persons Killed,0,16
Ghaziabad,Road Features,Pot Holes,Total Injured,0,40
Ghaziabad,Road Features,Steep Grade,Greviously Injured,0,50
Ghaziabad,Road Features,Steep Grade,Minor Injury,0,23
Ghaziabad,Road Features,Steep Grade,Total number of Accidents,0,28
Ghaziabad,Road Features,Steep Grade,Persons Killed,0,60
Ghaziabad,Road Features,Steep Grade,Total Injured,0,44
Ghaziabad,Road Features,Straight Road,Greviously Injured,125,66
Ghaziabad,Road Features,Straight Road,Minor Injury,57,39
Ghaziabad,Road Features,Straight Road,Total number of Accidents,312,57
Ghaziabad,Road Features,Straight Road,Persons Killed,129,66
Ghaziabad,Road Features,Straight Road,Total Injured,182,85
Gwalior,Road Features,Bridge,Greviously Injured,0,71
Gwalior,Road Features,Bridge,Minor Injury,9,26
Gwalior,Road Features,Bridge,Total number of Accidents,16,87
Gwalior,Road Features,Bridge,Persons Killed,1,51
Gwalior,Road Features,Bridge,Total Injured,9,38
Gwalior,Road Features,Culvert,Greviously Injured,3,12
Gwalior,Road Features,Culvert,Minor Injury,32,27
Gwalior,Road Features,Culvert,Total number of Accidents,57,70
Gwalior,Road Features,Culvert,Persons Killed,9,64
Gwalior,Road Features,Culvert,Total Injured,35,35
Gwalior,Road Features,Curved Road,Greviously Injured,13,58
Gwalior,Road Features,Curved Road,Minor Injury,262,19
Gwalior,Road Features,Curved Road,Total number of Accidents,344,55
Gwalior,Road Features,Curved Road,Persons Killed,43,44
Gwalior,Road Features,Curved Road,Total Injured,275,14
Gwalior,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,5,29
Gwalior,Road Features,Ongoing Road Works/Under Construction,Minor Injury,82,72
Gwalior,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,117,14
Gwalior,Road Features,Ongoing Road Works/Under Construction,Persons Killed,11,29
Gwalior,Road Features,Ongoing Road Works/Under Construction,Total Injured,87,18
Gwalior,Road Features,Others,Greviously Injured,0,42
Gwalior,Road Features,Others,Minor Injury,106,43
Gwalior,Road Features,Others,Total number of Accidents,150,61
Gwalior,Road Features,Others,Persons Killed,37,65
Gwalior,Road Features,Others,Total Injured,106,82
Gwalior,Road Features,Pot Holes,Greviously Injured,2,56
Gwalior,Road Features,Pot Holes,Minor Injury,34,72
Gwalior,Road Features,Pot Holes,Total number of Accidents,50,14
Gwalior,Road Features,Pot Holes,Persons Killed,0,72
Gwalior,Road Features,Pot Holes,Total Injured,36,78
Gwalior,Road Features,Steep Grade,Greviously Injured,26,71
Gwalior,Road Features,Steep Grade,Minor Injury,31,33
Gwalior,Road Features,Steep Grade,Total number of Accidents,81,44
Gwalior,Road Features,Steep Grade,Persons Killed,13,59
Gwalior,Road Features,Steep Grade,Total Injured,57,62
Gwalior,Road Features,Straight Road,Greviously Injured,46,45
Gwalior,Road Features,Straight Road,Minor Injury,678,30
Gwalior,Road Features,Straight Road,Total number of Accidents,984,61
Gwalior,Road Features,Straight Road,Persons Killed,202,27
Gwalior,Road Features,Straight Road,Total Injured,724,84
Hyderabad,Road Features,Bridge,Greviously Injured,0,56
Hyderabad,Road Features,Bridge,Minor Injury,9,45
Hyderabad,Road Features,Bridge,Total number of Accidents,9,60
Hyderabad,Road Features,Bridge,Persons Killed,2,14
Hyderabad,Road Features,Bridge,Total Injured,9,28
Hyderabad,Road Features,Culvert,Greviously Injured,0,80
Hyderabad,Road Features,Culvert,Minor Injury,0,50
Hyderabad,Road Features,Culvert,Total number of Accidents,0,54
Hyderabad,Road Features,Culvert,Persons Killed,0,84
Hyderabad,Road Features,Culvert,Total Injured,0,37
Hyderabad,Road Features,Curved Road,Greviously Injured,18,11
Hyderabad,Road Features,Curved Road,Minor Injury,126,23
Hyderabad,Road Features,Curved Road,Total number of Accidents,149,34
Hyderabad,Road Features,Curved Road,Persons Killed,3,18
Hyderabad,Road Features,Curved Road,Total Injured,144,11
Hyderabad,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0,24
Hyderabad,Road Features,Ongoing Road Works/Under Construction,Minor Injury,42,16
Hyderabad,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,36,30
Hyderabad,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0,35
Hyderabad,Road Features,Ongoing Road Works/Under Construction,Total Injured,42,73
Hyderabad,Road Features,Others,Greviously Injured,13,54
Hyderabad,Road Features,Others,Minor Injury,316,52
Hyderabad,Road Features,Others,Total number of Accidents,400,80
Hyderabad,Road Features,Others,Persons Killed,61,85
Hyderabad,Road Features,Others,Total Injured,329,57
Hyderabad,Road Features,Pot Holes,Greviously Injured,0,82
Hyderabad,Road Features,Pot Holes,Minor Injury,0,84
Hyderabad,Road Features,Pot Holes,Total number of Accidents,0,23
Hyderabad,Road Features,Pot Holes,Persons Killed,0,78
Hyderabad,Road Features,Pot Holes,Total Injured,0,64
Hyderabad,Road Features,Steep Grade,Greviously Injured,0,40
Hyderabad,Road Features,Steep Grade,Minor Injury,0,38
Hyderabad,Road Features,Steep Grade,Total number of Accidents,0,37
Hyderabad,Road Features,Steep Grade,Persons Killed,0,78
Hyderabad,Road Features,Steep Grade,Total Injured,0,11
Hyderabad,Road Features,Straight Road,Greviously Injured,66,65
Hyderabad,Road Features,Straight Road,Minor Injury,1302,39
Hyderabad,Road Features,Straight Road,Total number of Accidents,1470,44
Hyderabad,Road Features,Straight Road,Persons Killed,188,54
Hyderabad,Road Features,Straight Road,Total Injured,1368,32
Indore,Road Features,Bridge,Greviously Injured,8,60
Indore,Road Features,Bridge,Minor Injury,59,25
Indore,Road Features,Bridge,Total number of Accidents,91,33
Indore,Road Features,Bridge,Persons Killed,24,20
Indore,Road Features,Bridge,Total Injured,67,69
Indore,Road Features,Culvert,Greviously Injured,11,38
Indore,Road Features,Culvert,Minor Injury,119,26
Indore,Road Features,Culvert,Total number of Accidents,133,46
Indore,Road Features,Culvert,Persons Killed,26,83
Indore,Road Features,Culvert,Total Injured,130,84
Indore,Road Features,Curved Road,Greviously Injured,0,13
Indore,Road Features,Curved Road,Minor Injury,0,15
Indore,Road Features,Curved Road,Total number of Accidents,0,12
Indore,Road Features,Curved Road,Persons Killed,0,67
Indore,Road Features,Curved Road,Total Injured,0,55
Indore,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0,41
Indore,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0,78
Indore,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,0,66
Indore,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0,24
Indore,Road Features,Ongoing Road Works/Under Construction,Total Injured,0,52
Indore,Road Features,Others,Greviously Injured,13,78
Indore,Road Features,Others,Minor Injury,326,44
Indore,Road Features,Others,Total number of Accidents,376,81
Indore,Road Features,Others,Persons Killed,48,59
Indore,Road Features,Others,Total Injured,339,12
Indore,Road Features,Pot Holes,Greviously Injured,0,20
Indore,Road Features,Pot Holes,Minor Injury,0,87
Indore,Road Features,Pot Holes,Total number of Accidents,0,22
Indore,Road Features,Pot Holes,Persons Killed,0,32
Indore,Road Features,Pot Holes,Total Injured,0,77
Indore,Road Features,Steep Grade,Greviously Injured,18,64
Indore,Road Features,Steep Grade,Minor Injury,185,13
Indore,Road Features,Steep Grade,Total number of Accidents,187,86
Indore,Road Features,Steep Grade,Persons Killed,15,14
Indore,Road Features,Steep Grade,Total Injured,203,40
Indore,Road Features,Straight Road,Greviously Injured,172,65
Indore,Road Features,Straight Road,Minor Injury,1737,83
Indore,Road Features,Straight Road,Total number of Accidents,2249,61
Indore,Road Features,Straight Road,Persons Killed,346,48
Indore,Road Features,Straight Road,Total Injured,1909,42
Jabalpur,Road Features,Bridge,Greviously Injured,0,42
Jabalpur,Road Features,Bridge,Minor Injury,0,72
Jabalpur,Road Features,Bridge,Total number of Accidents,1,34
Jabalpur,Road Features,Bridge,Persons Killed,0,45
Jabalpur,Road Features,Bridge,Total Injured,0,16
Jabalpur,Road Features,Culvert,Greviously Injured,7,13
Jabalpur,Road Features,Culvert,Minor Injury,14,43
Jabalpur,Road Features,Culvert,Total number of Accidents,18,30
Jabalpur,Road Features,Culvert,Persons Killed,2,39
Jabalpur,Road Features,Culvert,Total Injured,21,42
Jabalpur,Road Features,Curved Road,Greviously Injured,11,25
Jabalpur,Road Features,Curved Road,Minor Injury,72,25
Jabalpur,Road Features,Curved Road,Total number of Accidents,64,15
Jabalpur,Road Features,Curved Road,Persons Killed,9,56
Jabalpur,Road Features,Curved Road,Total Injured,83,74
Jabalpur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0,40
Jabalpur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0,14
Jabalpur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,1,13
Jabalpur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0,41
Jabalpur,Road Features,Ongoing Road Works/Under Construction,Total Injured,0,42
Jabalpur,Road Features,Others,Greviously Injured,472,20
Jabalpur,Road Features,Others,Minor Injury,2676,18
Jabalpur,Road Features,Others,Total number of Accidents,3134,29
Jabalpur,Road Features,Others,Persons Killed,407,49
Jabalpur,Road Features,Others,Total Injured,3148,69
Jabalpur,Road Features,Pot Holes,Greviously Injured,0,86
Jabalpur,Road Features,Pot Holes,Minor Injury,0,30
Jabalpur,Road Features,Pot Holes,Total number of Accidents,2,70
Jabalpur,Road Features,Pot Holes,Persons Killed,2,48
Jabalpur,Road Features,Pot Holes,Total Injured,0,78
Jabalpur,Road Features,Steep Grade,Greviously Injured,0,22
Jabalpur,Road Features,Steep Grade,Minor Injury,0,23
Jabalpur,Road Features,Steep Grade,Total number of Accidents,1,25
Jabalpur,Road Features,Steep Grade,Persons Killed,2,68
Jabalpur,Road Features,Steep Grade,Total Injured,0,79
Jabalpur,Road Features,Straight Road,Greviously Injured,0,28
Jabalpur,Road Features,Straight Road,Minor Injury,5,75
Jabalpur,Road Features,Straight Road,Total number of Accidents,5,65
Jabalpur,Road Features,Straight Road,Persons Killed,0,64
Jabalpur,Road Features,Straight Road,Total Injured,5,21
Jaipur,Road Features,Bridge,Greviously Injured,27,77
Jaipur,Road Features,Bridge,Minor Injury,60,71
Jaipur,Road Features,Bridge,Total number of Accidents,114,46
Jaipur,Road Features,Bridge,Persons Killed,49,26
Jaipur,Road Features,Bridge,Total Injured,87,35
Jaipur,Road Features,Culvert,Greviously Injured,3,74
Jaipur,Road Features,Culvert,Minor Injury,10,24
Jaipur,Road Features,Culvert,Total number of Accidents,21,75
Jaipur,Road Features,Culvert,Persons Killed,6,25
Jaipur,Road Features,Culvert,Total Injured,13,28
Jaipur,Road Features,Curved Road,Greviously Injured,43,13
Jaipur,Road Features,Curved Road,Minor Injury,167,74
Jaipur,Road Features,Curved Road,Total number of Accidents,260,80
Jaipur,Road Features,Curved Road,Persons Killed,83,70
Jaipur,Road Features,Curved Road,Total Injured,210,86
Jaipur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,1,25
Jaipur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,3,20
Jaipur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,11,54
Jaipur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,6,24
Jaipur,Road Features,Ongoing Road Works/Under Construction,Total Injured,4,57
Jaipur,Road Features,Others,Greviously Injured,22,74
Jaipur,Road Features,Others,Minor Injury,64,60
Jaipur,Road Features,Others,Total number of Accidents,100,80
Jaipur,Road Features,Others,Persons Killed,26,16
Jaipur,Road Features,Others,Total Injured,86,32
Jaipur,Road Features,Pot Holes,Greviously Injured,2,20
Jaipur,Road Features,Pot Holes,Minor Injury,5,53
Jaipur,Road Features,Pot Holes,Total number of Accidents,12,68
Jaipur,Road Features,Pot Holes,Persons Killed,4,27
Jaipur,Road Features,Pot Holes,Total Injured,7,87
Jaipur,Road Features,Steep Grade,Greviously Injured,1,34
Jaipur,Road Features,Steep Grade,Minor Injury,3,62
Jaipur,Road Features,Steep Grade,Total number of Accidents,5,64
Jaipur,Road Features,Steep Grade,Persons Killed,1,21
Jaipur,Road Features,Steep Grade,Total Injured,4,61
Jaipur,Road Features,Straight Road,Greviously Injured,345,67
Jaipur,Road Features,Straight Road,Minor Injury,812,27
Jaipur,Road Features,Straight Road,Total number of Accidents,1417,17
Jaipur,Road Features,Straight Road,Persons Killed,431,60
Jaipur,Road Features,Straight Road,Total Injured,1157,51
Jamshedpur,Road Features,Bridge,Greviously Injured,5,26
Jamshedpur,Road Features,Bridge,Minor Injury,2,18
Jamshedpur,Road Features,Bridge,Total number of Accidents,7,25
Jamshedpur,Road Features,Bridge,Persons Killed,3,62
Jamshedpur,Road Features,Bridge,Total Injured,7,66
Jamshedpur,Road Features,Culvert,Greviously Injured,0,41
Jamshedpur,Road Features,Culvert,Minor Injury,0,72
Jamshedpur,Road Features,Culvert,Total number of Accidents,0,58
Jamshedpur,Road Features,Culvert,Persons Killed,0,34
Jamshedpur,Road Features,Culvert,Total Injured,0,65
Jamshedpur,Road Features,Curved Road,Greviously Injured,19,27
Jamshedpur,Road Features,Curved Road,Minor Injury,3,47
Jamshedpur,Road Features,Curved Road,Total number of Accidents,31,78
Jamshedpur,Road Features,Curved Road,Persons Killed,11,86
Jamshedpur,Road Features,Curved Road,Total Injured,22,39
Jamshedpur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,9,61
Jamshedpur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,3,62
Jamshedpur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,13,51
Jamshedpur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,4,27
Jamshedpur,Road Features,Ongoing Road Works/Under Construction,Total Injured,12,58
Jamshedpur,Road Features,Others,Greviously Injured,10,61
Jamshedpur,Road Features,Others,Minor Injury,1,48
Jamshedpur,Road Features,Others,Total number of Accidents,13,24
Jamshedpur,Road Features,Others,Persons Killed,6,39
Jamshedpur,Road Features,Others,Total Injured,11,44
Jamshedpur,Road Features,Pot Holes,Greviously Injured,0,27
Jamshedpur,Road Features,Pot Holes,Minor Injury,0,83
Jamshedpur,Road Features,Pot Holes,Total number of Accidents,0,24
Jamshedpur,Road Features,Pot Holes,Persons Killed,0,47
Jamshedpur,Road Features,Pot Holes,Total Injured,0,16
Jamshedpur,Road Features,Steep Grade,Greviously Injured,6,71
Jamshedpur,Road Features,Steep Grade,Minor Injury,3,69
Jamshedpur,Road Features,Steep Grade,Total number of Accidents,7,41
Jamshedpur,Road Features,Steep Grade,Persons Killed,2,55
Jamshedpur,Road Features,Steep Grade,Total Injured,9,30
Jamshedpur,Road Features,Straight Road,Greviously Injured,27,45
Jamshedpur,Road Features,Straight Road,Minor Injury,3,81
Jamshedpur,Road Features,Straight Road,Total number of Accidents,48,14
Jamshedpur,Road Features,Straight Road,Persons Killed,21,51
Jamshedpur,Road Features,Straight Road,Total Injured,30,15
Jodhpur,Road Features,Bridge,Greviously Injured,2,28
Jodhpur,Road Features,Bridge,Minor Injury,2,67
Jodhpur,Road Features,Bridge,Total number of Accidents,4,20
Jodhpur,Road Features,Bridge,Persons Killed,3,42
Jodhpur,Road Features,Bridge,Total Injured,4,33
Jodhpur,Road Features,Culvert,Greviously Injured,0,39
Jodhpur,Road Features,Culvert,Minor Injury,0,21
Jodhpur,Road Features,Culvert,Total number of Accidents,0,50
Jodhpur,Road Features,Culvert,Persons Killed,0,17
Jodhpur,Road Features,Culvert,Total Injured,0,52
Jodhpur,Road Features,Curved Road,Greviously Injured,3,21
Jodhpur,Road Features,Curved Road,Minor Injury,9,32
Jodhpur,Road Features,Curved Road,Total number of Accidents,17,38
Jodhpur,Road Features,Curved Road,Persons Killed,19,74
Jodhpur,Road Features,Curved Road,Total Injured,12,44
Jodhpur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,1,39
Jodhpur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,4,30
Jodhpur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,8,74
Jodhpur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,1,72
Jodhpur,Road Features,Ongoing Road Works/Under Construction,Total Injured,5,19
Jodhpur,Road Features,Others,Greviously Injured,7,84
Jodhpur,Road Features,Others,Minor Injury,25,60
Jodhpur,Road Features,Others,Total number of Accidents,33,83
Jodhpur,Road Features,Others,Persons Killed,6,15
Jodhpur,Road Features,Others,Total Injured,32,66
Jodhpur,Road Features,Pot Holes,Greviously Injured,0,74
Jodhpur,Road Features,Pot Holes,Minor Injury,0,63
Jodhpur,Road Features,Pot Holes,Total number of Accidents,0,50
Jodhpur,Road Features,Pot Holes,Persons Killed,0,85
Jodhpur,Road Features,Pot Holes,Total Injured,0,23
Jodhpur,Road Features,Steep Grade,Greviously Injured,0,39
Jodhpur,Road Features,Steep Grade,Minor Injury,0,59
Jodhpur,Road Features,Steep Grade,Total number of Accidents,0,73
Jodhpur,Road Features,Steep Grade,Persons Killed,0,34
Jodhpur,Road Features,Steep Grade,Total Injured,0,45
Jodhpur,Road Features,Straight Road,Greviously Injured,20,72
Jodhpur,Road Features,Straight Road,Minor Injury,134,79
Jodhpur,Road Features,Straight Road,Total number of Accidents,230,84
Jodhpur,Road Features,Straight Road,Persons Killed,113,64
Jodhpur,Road Features,Straight Road,Total Injured,154,38
Kannur,Road Features,Bridge,Greviously Injured,2,11
Kannur,Road Features,Bridge,Minor Injury,5,74
Kannur,Road Features,Bridge,Total number of Accidents,10,50
Kannur,Road Features,Bridge,Persons Killed,2,59
Kannur,Road Features,Bridge,Total Injured,7,83
Kannur,Road Features,Culvert,Greviously Injured,0,68
Kannur,Road Features,Culvert,Minor Injury,0,50
Kannur,Road Features,Culvert,Total number of Accidents,1,13
Kannur,Road Features,Culvert,Persons Killed,0,22
Kannur,Road Features,Culvert,Total Injured,0,63
Kannur,Road Features,Curved Road,Greviously Injured,38,77
Kannur,Road Features,Curved Road,Minor Injury,41,43
Kannur,Road Features,Curved Road,Total number of Accidents,71,81
Kannur,Road Features,Curved Road,Persons Killed,9,83
Kannur,Road Features,Curved Road,Total Injured,79,52
Kannur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0,17
Kannur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,1,67
Kannur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,1,56
Kannur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0,58
Kannur,Road Features,Ongoing Road Works/Under Construction,Total Injured,1,65
Kannur,Road Features,Others,Greviously Injured,0,53
Kannur,Road Features,Others,Minor Injury,0,50
Kannur,Road Features,Others,Total number of Accidents,0,37
Kannur,Road Features,Others,Persons Killed,0,53
Kannur,Road Features,Others,Total Injured,0,55
Kannur,Road Features,Pot Holes,Greviously Injured,0,55
Kannur,Road Features,Pot Holes,Minor Injury,0,47
Kannur,Road Features,Pot Holes,Total number of Accidents,0,35
Kannur,Road Features,Pot Holes,Persons Killed,0,55
Kannur,Road Features,Pot Holes,Total Injured,0,80
Kannur,Road Features,Steep Grade,Greviously Injured,0,80
Kannur,Road Features,Steep Grade,Minor Injury,0,32
Kannur,Road Features,Steep Grade,Total number of Accidents,0,56
Kannur,Road Features,Steep Grade,Persons Killed,0,79
Kannur,Road Features,Steep Grade,Total Injured,0,80
Kannur,Road Features,Straight Road,Greviously Injured,264,78
Kannur,Road Features,Straight Road,Minor Injury,222,31
Kannur,Road Features,Straight Road,Total number of Accidents,421,23
Kannur,Road Features,Straight Road,Persons Killed,46,56
Kannur,Road Features,Straight Road,Total Injured,486,87
Kanpur,Road Features,Bridge,Greviously Injured,11,49
Kanpur,Road Features,Bridge,Minor Injury,4,11
Kanpur,Road Features,Bridge,Total number of Accidents,18,12
Kanpur,Road Features,Bridge,Persons Killed,8,64
Kanpur,Road Features,Bridge,Total Injured,15,23
Kanpur,Road Features,Culvert,Greviously Injured,30,78
Kanpur,Road Features,Culvert,Minor Injury,5,49
Kanpur,Road Features,Culvert,Total number of Accidents,53,35
Kanpur,Road Features,Culvert,Persons Killed,27,67
Kanpur,Road Features,Culvert,Total Injured,35,37
Kanpur,Road Features,Curved Road,Greviously Injured,31,41
Kanpur,Road Features,Curved Road,Minor Injury,3,81
Kanpur,Road Features,Curved Road,Total number of Accidents,52,49
Kanpur,Road Features,Curved Road,Persons Killed,26,12
Kanpur,Road Features,Curved Road,Total Injured,34,19
Kanpur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,258,12
Kanpur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,29,36
Kanpur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,473,24
Kanpur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,211,72
Kanpur,Road Features,Ongoing Road Works/Under Construction,Total Injured,287,59
Kanpur,Road Features,Others,Greviously Injured,244,53
Kanpur,Road Features,Others,Minor Injury,27,72
Kanpur,Road Features,Others,Total number of Accidents,399,25
Kanpur,Road Features,Others,Persons Killed,187,43
Kanpur,Road Features,Others,Total Injured,271,45
Kanpur,Road Features,Pot Holes,Greviously Injured,6,68
Kanpur,Road Features,Pot Holes,Minor Injury,3,38
Kanpur,Road Features,Pot Holes,Total number of Accidents,14,24
Kanpur,Road Features,Pot Holes,Persons Killed,5,31
Kanpur,Road Features,Pot Holes,Total Injured,9,83
Kanpur,Road Features,Steep Grade,Greviously Injured,37,24
Kanpur,Road Features,Steep Grade,Minor Injury,6,15
Kanpur,Road Features,Steep Grade,Total number of Accidents,69,38
Kanpur,Road Features,Steep Grade,Persons Killed,32,87
Kanpur,Road Features,Steep Grade,Total Injured,43,80
Kanpur,Road Features,Straight Road,Greviously Injured,76,82
Kanpur,Road Features,Straight Road,Minor Injury,8,31
Kanpur,Road Features,Straight Road,Total number of Accidents,146,50
Kanpur,Road Features,Straight Road,Persons Killed,67,39
Kanpur,Road Features,Straight Road,Total Injured,84,82
Khozikode,Road Features,Bridge,Greviously Injured,10,20
Khozikode,Road Features,Bridge,Minor Injury,5,17
Khozikode,Road Features,Bridge,Total number of Accidents,16,37
Khozikode,Road Features,Bridge,Persons Killed,4,17
Khozikode,Road Features,Bridge,Total Injured,15,72
Khozikode,Road Features,Culvert,Greviously Injured,0,69
Khozikode,Road Features,Culvert,Minor Injury,0,18
Khozikode,Road Features,Culvert,Total number of Accidents,0,41
Khozikode,Road Features,Culvert,Persons Killed,0,31
Khozikode,Road Features,Culvert,Total Injured,0,23
Khozikode,Road Features,Curved Road,Greviously Injured,51,67
Khozikode,Road Features,Curved Road,Minor Injury,13,30
Khozikode,Road Features,Curved Road,Total number of Accidents,64,29
Khozikode,Road Features,Curved Road,Persons Killed,6,60
Khozikode,Road Features,Curved Road,Total Injured,64,34
Khozikode,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,3,71
Khozikode,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0,24
Khozikode,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,3,17
Khozikode,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0,42
Khozikode,Road Features,Ongoing Road Works/Under Construction,Total Injured,3,65
Khozikode,Road Features,Others,Greviously Injured,127,87
Khozikode,Road Features,Others,Minor Injury,40,16
Khozikode,Road Features,Others,Total number of Accidents,165,21
Khozikode,Road Features,Others,Persons Killed,13,68
Khozikode,Road Features,Others,Total Injured,167,54
Khozikode,Road Features,Pot Holes,Greviously Injured,0,70
Khozikode,Road Features,Pot Holes,Minor Injury,0,75
Khozikode,Road Features,Pot Holes,Total number of Accidents,0,24
Khozikode,Road Features,Pot Holes,Persons Killed,0,32
Khozikode,Road Features,Pot Holes,Total Injured,0,50
Khozikode,Road Features,Steep Grade,Greviously Injured,0,26
Khozikode,Road Features,Steep Grade,Minor Injury,0,86
Khozikode,Road Features,Steep Grade,Total number of Accidents,0,60
Khozikode,Road Features,Steep Grade,Persons Killed,0,48
Khozikode,Road Features,Steep Grade,Total Injured,0,21
Khozikode,Road Features,Straight Road,Greviously Injured,571,68
Khozikode,Road Features,Straight Road,Minor Injury,192,34
Khozikode,Road Features,Straight Road,Total number of Accidents,755,66
Khozikode,Road Features,Straight Road,Persons Killed,68,34
Khozikode,Road Features,Straight Road,Total Injured,763,29
Kochi,Road Features,Bridge,Greviously Injured,16,21
Kochi,Road Features,Bridge,Minor Injury,4,35
Kochi,Road Features,Bridge,Total number of Accidents,20,20
Kochi,Road Features,Bridge,Persons Killed,3,49
Kochi,Road Features,Bridge,Total Injured,20,41
Kochi,Road Features,Culvert,Greviously Injured,1,69
Kochi,Road Features,Culvert,Minor Injury,0,69
Kochi,Road Features,Culvert,Total number of Accidents,1,28
Kochi,Road Features,Culvert,Persons Killed,0,46
Kochi,Road Features,Culvert,Total Injured,1,32
Kochi,Road Features,Curved Road,Greviously Injured,54,75
Kochi,Road Features,Curved Road,Minor Injury,11,32
Kochi,Road Features,Curved Road,Total number of Accidents,62,56
Kochi,Road Features,Curved Road,Persons Killed,2,70
Kochi,Road Features,Curved Road,Total Injured,65,81
Kochi,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,4,74
Kochi,Road Features,Ongoing Road Works/Under Construction,Minor Injury,2,77
Kochi,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,5,87
Kochi,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0,60
Kochi,Road Features,Ongoing Road Works/Under Construction,Total Injured,6,39
Kochi,Road Features,Others,Greviously Injured,234,58
Kochi,Road Features,Others,Minor Injury,46,35
Kochi,Road Features,Others,Total number of Accidents,296,71
Kochi,Road Features,Others,Persons Killed,22,70
Kochi,Road Features,Others,Total Injured,280,32
Kochi,Road Features,Pot Holes,Greviously Injured,0,33
Kochi,Road Features,Pot Holes,Minor Injury,0,43
Kochi,Road Features,Pot Holes,Total number of Accidents,0,57
Kochi,Road Features,Pot Holes,Persons Killed,0,43
Kochi,Road Features,Pot Holes,Total Injured,0,84
Kochi,Road Features,Steep Grade,Greviously Injured,0,70
Kochi,Road Features,Steep Grade,Minor Injury,0,33
Kochi,Road Features,Steep Grade,Total number of Accidents,0,17
Kochi,Road Features,Steep Grade,Persons Killed,0,58
Kochi,Road Features,Steep Grade,Total Injured,0,22
Kochi,Road Features,Straight Road,Greviously Injured,813,79
Kochi,Road Features,Straight Road,Minor Injury,221,15
Kochi,Road Features,Straight Road,Total number of Accidents,1053,43
Kochi,Road Features,Straight Road,Persons Killed,74,52
Kochi,Road Features,Straight Road,Total Injured,1034,75
Kolkata,Road Features,Bridge,Greviously Injured,22,20
Kolkata,Road Features,Bridge,Minor Injury,18,75
Kolkata,Road Features,Bridge,Total number of Accidents,63,54
Kolkata,Road Features,Bridge,Persons Killed,16,74
Kolkata,Road Features,Bridge,Total Injured,40,42
Kolkata,Road Features,Culvert,Greviously Injured,9,40
Kolkata,Road Features,Culvert,Minor Injury,8,25
Kolkata,Road Features,Culvert,Total number of Accidents,23,23
Kolkata,Road Features,Culvert,Persons Killed,0,55
Kolkata,Road Features,Culvert,Total Injured,17,27
Kolkata,Road Features,Curved Road,Greviously Injured,112,71
Kolkata,Road Features,Curved Road,Minor Injury,59,63
Kolkata,Road Features,Curved Road,Total number of Accidents,238,47
Kolkata,Road Features,Curved Road,Persons Killed,76,60
Kolkata,Road Features,Curved Road,Total Injured,171,11
Kolkata,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,21,68
Kolkata,Road Features,Ongoing Road Works/Under Construction,Minor Injury,20,37
