Cities,Cause_category,Cause_Subcategory,Outcome_of_incident,Count,Age
Faridabad,Traffic Control,Traffic Light Signal,Total Injured,4,12
Faridabad,Traffic Control,Traffic Light Signal,Total number of Accidents,6,20
Faridabad,Traffic Control,Uncontrolled,Greviously Injured,4,72
Faridabad,Traffic Control,Uncontrolled,Minor Injury,39,54
Faridabad,Traffic Control,Uncontrolled,Persons Killed,28,27
Faridabad,Traffic Control,Uncontrolled,Total Injured,43,77
Faridabad,Traffic Control,Uncontrolled,Total number of Accidents,52,87
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Greviously Injured,16,39
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Minor Injury,0,29
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Persons Killed,11,56
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Total Injured,16,45
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,33,75
Ghaziabad,Traffic Control,Others,Greviously Injured,170,19
Ghaziabad,Traffic Control,Others,Minor Injury,66,11
Ghaziabad,Traffic Control,Others,Persons Killed,194,64
Ghaziabad,Traffic Control,Others,Total Injured,236,57
Ghaziabad,Traffic Control,Others,Total number of Accidents,336,30
Ghaziabad,Traffic Control,Police Controlled,Greviously Injured,0,61
Ghaziabad,Traffic Control,Police Controlled,Minor Injury,2,65
Ghaziabad,Traffic Control,Police Controlled,Persons Killed,0,54
Ghaziabad,Traffic Control,Police Controlled,Total Injured,2,50
Ghaziabad,Traffic Control,Police Controlled,Total number of Accidents,2,64
Ghaziabad,Traffic Control,Stop Sign,Greviously Injured,4,59
Ghaziabad,Traffic Control,Stop Sign,Minor Injury,12,60
Ghaziabad,Traffic Control,Stop Sign,Persons Killed,10,84
Ghaziabad,Traffic Control,Stop Sign,Total Injured,16,70
Ghaziabad,Traffic Control,Stop Sign,Total number of Accidents,28,40
Ghaziabad,Traffic Control,Traffic Light Signal,Greviously Injured,10,45
Ghaziabad,Traffic Control,Traffic Light Signal,Minor Injury,16,50
Ghaziabad,Traffic Control,Traffic Light Signal,Persons Killed,8,14
Ghaziabad,Traffic Control,Traffic Light Signal,Total Injured,26,55
Ghaziabad,Traffic Control,Traffic Light Signal,Total number of Accidents,33,47
Ghaziabad,Traffic Control,Uncontrolled,Greviously Injured,97,72
Ghaziabad,Traffic Control,Uncontrolled,Minor Injury,72,31
Ghaziabad,Traffic Control,Uncontrolled,Persons Killed,103,85
Ghaziabad,Traffic Control,Uncontrolled,Total Injured,169,38
Ghaziabad,Traffic Control,Uncontrolled,Total number of Accidents,276,27
Gwalior,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0,52
Gwalior,Traffic Control,Flashing Signal/Blinker,Minor Injury,0,27
Gwalior,Traffic Control,Flashing Signal/Blinker,Persons Killed,0,51
Gwalior,Traffic Control,Flashing Signal/Blinker,Total Injured,0,84
Gwalior,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,0,43
Gwalior,Traffic Control,Others,Greviously Injured,46,73
Gwalior,Traffic Control,Others,Minor Injury,696,50
Gwalior,Traffic Control,Others,Persons Killed,194,47
Gwalior,Traffic Control,Others,Total Injured,742,43
Gwalior,Traffic Control,Others,Total number of Accidents,1015,52
Gwalior,Traffic Control,Police Controlled,Greviously Injured,0,34
Gwalior,Traffic Control,Police Controlled,Minor Injury,0,11
Gwalior,Traffic Control,Police Controlled,Persons Killed,0,21
Gwalior,Traffic Control,Police Controlled,Total Injured,0,51
Gwalior,Traffic Control,Police Controlled,Total number of Accidents,0,52
Gwalior,Traffic Control,Stop Sign,Greviously Injured,0,72
Gwalior,Traffic Control,Stop Sign,Minor Injury,0,19
Gwalior,Traffic Control,Stop Sign,Persons Killed,0,67
Gwalior,Traffic Control,Stop Sign,Total Injured,0,18
Gwalior,Traffic Control,Stop Sign,Total number of Accidents,0,68
Gwalior,Traffic Control,Traffic Light Signal,Greviously Injured,0,60
Gwalior,Traffic Control,Traffic Light Signal,Minor Injury,0,32
Gwalior,Traffic Control,Traffic Light Signal,Persons Killed,0,50
Gwalior,Traffic Control,Traffic Light Signal,Total Injured,0,67
Gwalior,Traffic Control,Traffic Light Signal,Total number of Accidents,0,36
Gwalior,Traffic Control,Uncontrolled,Greviously Injured,49,43
Gwalior,Traffic Control,Uncontrolled,Minor Injury,538,30
Gwalior,Traffic Control,Uncontrolled,Persons Killed,122,37
Gwalior,Traffic Control,Uncontrolled,Total Injured,587,23
Gwalior,Traffic Control,Uncontrolled,Total number of Accidents,784,51
Hyderabad,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0,61
Hyderabad,Traffic Control,Flashing Signal/Blinker,Minor Injury,73,66
Hyderabad,Traffic Control,Flashing Signal/Blinker,Persons Killed,10,68
Hyderabad,Traffic Control,Flashing Signal/Blinker,Total Injured,73,29
Hyderabad,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,83,78
Hyderabad,Traffic Control,Others,Greviously Injured,0,72
Hyderabad,Traffic Control,Others,Minor Injury,0,77
Hyderabad,Traffic Control,Others,Persons Killed,0,84
Hyderabad,Traffic Control,Others,Total Injured,0,55
Hyderabad,Traffic Control,Others,Total number of Accidents,0,47
Hyderabad,Traffic Control,Police Controlled,Greviously Injured,5,76
Hyderabad,Traffic Control,Police Controlled,Minor Injury,53,64
Hyderabad,Traffic Control,Police Controlled,Persons Killed,3,76
Hyderabad,Traffic Control,Police Controlled,Total Injured,58,32
Hyderabad,Traffic Control,Police Controlled,Total number of Accidents,56,54
Hyderabad,Traffic Control,Stop Sign,Greviously Injured,3,78
Hyderabad,Traffic Control,Stop Sign,Minor Injury,17,26
Hyderabad,Traffic Control,Stop Sign,Persons Killed,1,59
Hyderabad,Traffic Control,Stop Sign,Total Injured,20,79
Hyderabad,Traffic Control,Stop Sign,Total number of Accidents,20,38
Hyderabad,Traffic Control,Traffic Light Signal,Greviously Injured,10,57
Hyderabad,Traffic Control,Traffic Light Signal,Minor Injury,167,85
Hyderabad,Traffic Control,Traffic Light Signal,Persons Killed,19,63
Hyderabad,Traffic Control,Traffic Light Signal,Total Injured,177,67
Hyderabad,Traffic Control,Traffic Light Signal,Total number of Accidents,195,36
Hyderabad,Traffic Control,Uncontrolled,Greviously Injured,79,81
Hyderabad,Traffic Control,Uncontrolled,Minor Injury,1485,42
Hyderabad,Traffic Control,Uncontrolled,Persons Killed,221,67
Hyderabad,Traffic Control,Uncontrolled,Total Injured,1564,19
Hyderabad,Traffic Control,Uncontrolled,Total number of Accidents,1710,68
Indore,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0,78
Indore,Traffic Control,Flashing Signal/Blinker,Minor Injury,0,73
Indore,Traffic Control,Flashing Signal/Blinker,Persons Killed,0,36
Indore,Traffic Control,Flashing Signal/Blinker,Total Injured,0,86
Indore,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,0,51
Indore,Traffic Control,Others,Greviously Injured,51,41
Indore,Traffic Control,Others,Minor Injury,1138,63
Indore,Traffic Control,Others,Persons Killed,292,13
Indore,Traffic Control,Others,Total Injured,1189,36
Indore,Traffic Control,Others,Total number of Accidents,1396,82
Indore,Traffic Control,Police Controlled,Greviously Injured,0,13
Indore,Traffic Control,Police Controlled,Minor Injury,0,77
Indore,Traffic Control,Police Controlled,Persons Killed,0,26
Indore,Traffic Control,Police Controlled,Total Injured,0,17
Indore,Traffic Control,Police Controlled,Total number of Accidents,0,25
Indore,Traffic Control,Stop Sign,Greviously Injured,0,73
Indore,Traffic Control,Stop Sign,Minor Injury,0,82
Indore,Traffic Control,Stop Sign,Persons Killed,0,65
Indore,Traffic Control,Stop Sign,Total Injured,0,83
Indore,Traffic Control,Stop Sign,Total number of Accidents,0,28
Indore,Traffic Control,Traffic Light Signal,Greviously Injured,0,72
Indore,Traffic Control,Traffic Light Signal,Minor Injury,2,24
Indore,Traffic Control,Traffic Light Signal,Persons Killed,0,85
Indore,Traffic Control,Traffic Light Signal,Total Injured,2,67
Indore,Traffic Control,Traffic Light Signal,Total number of Accidents,2,43
Indore,Traffic Control,Uncontrolled,Greviously Injured,171,20
Indore,Traffic Control,Uncontrolled,Minor Injury,1286,58
Indore,Traffic Control,Uncontrolled,Persons Killed,167,80
Indore,Traffic Control,Uncontrolled,Total Injured,1457,74
Indore,Traffic Control,Uncontrolled,Total number of Accidents,1638,41
Jabalpur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0,15
Jabalpur,Traffic Control,Flashing Signal/Blinker,Minor Injury,0,72
Jabalpur,Traffic Control,Flashing Signal/Blinker,Persons Killed,0,46
Jabalpur,Traffic Control,Flashing Signal/Blinker,Total Injured,0,47
Jabalpur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,0,56
Jabalpur,Traffic Control,Others,Greviously Injured,243,46
Jabalpur,Traffic Control,Others,Minor Injury,1254,15
Jabalpur,Traffic Control,Others,Persons Killed,205,36
Jabalpur,Traffic Control,Others,Total Injured,1497,24
Jabalpur,Traffic Control,Others,Total number of Accidents,1548,46
Jabalpur,Traffic Control,Police Controlled,Greviously Injured,0,44
Jabalpur,Traffic Control,Police Controlled,Minor Injury,0,56
Jabalpur,Traffic Control,Police Controlled,Persons Killed,0,70
Jabalpur,Traffic Control,Police Controlled,Total Injured,0,80
Jabalpur,Traffic Control,Police Controlled,Total number of Accidents,0,80
Jabalpur,Traffic Control,Stop Sign,Greviously Injured,0,51
Jabalpur,Traffic Control,Stop Sign,Minor Injury,0,64
Jabalpur,Traffic Control,Stop Sign,Persons Killed,0,27
Jabalpur,Traffic Control,Stop Sign,Total Injured,0,29
Jabalpur,Traffic Control,Stop Sign,Total number of Accidents,0,80
Jabalpur,Traffic Control,Traffic Light Signal,Greviously Injured,0,55
Jabalpur,Traffic Control,Traffic Light Signal,Minor Injury,0,11
Jabalpur,Traffic Control,Traffic Light Signal,Persons Killed,0,50
Jabalpur,Traffic Control,Traffic Light Signal,Total Injured,0,47
Jabalpur,Traffic Control,Traffic Light Signal,Total number of Accidents,0,26
Jabalpur,Traffic Control,Uncontrolled,Greviously Injured,247,23
Jabalpur,Traffic Control,Uncontrolled,Minor Injury,1513,64
Jabalpur,Traffic Control,Uncontrolled,Persons Killed,217,79
Jabalpur,Traffic Control,Uncontrolled,Total Injured,1760,13
Jabalpur,Traffic Control,Uncontrolled,Total number of Accidents,1678,44
Jaipur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,1,62
Jaipur,Traffic Control,Flashing Signal/Blinker,Minor Injury,3,34
Jaipur,Traffic Control,Flashing Signal/Blinker,Persons Killed,4,46
Jaipur,Traffic Control,Flashing Signal/Blinker,Total Injured,4,81
Jaipur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,8,53
Jaipur,Traffic Control,Others,Greviously Injured,345,81
Jaipur,Traffic Control,Others,Minor Injury,829,37
Jaipur,Traffic Control,Others,Persons Killed,459,57
Jaipur,Traffic Control,Others,Total Injured,1174,14
Jaipur,Traffic Control,Others,Total number of Accidents,1449,21
Jaipur,Traffic Control,Police Controlled,Greviously Injured,4,54
Jaipur,Traffic Control,Police Controlled,Minor Injury,5,75
Jaipur,Traffic Control,Police Controlled,Persons Killed,0,34
Jaipur,Traffic Control,Police Controlled,Total Injured,9,39
Jaipur,Traffic Control,Police Controlled,Total number of Accidents,7,14
Jaipur,Traffic Control,Stop Sign,Greviously Injured,0,53
Jaipur,Traffic Control,Stop Sign,Minor Injury,0,17
Jaipur,Traffic Control,Stop Sign,Persons Killed,0,57
Jaipur,Traffic Control,Stop Sign,Total Injured,0,34
Jaipur,Traffic Control,Stop Sign,Total number of Accidents,0,63
Jaipur,Traffic Control,Traffic Light Signal,Greviously Injured,48,15
Jaipur,Traffic Control,Traffic Light Signal,Minor Injury,94,31
Jaipur,Traffic Control,Traffic Light Signal,Persons Killed,58,41
Jaipur,Traffic Control,Traffic Light Signal,Total Injured,142,36
Jaipur,Traffic Control,Traffic Light Signal,Total number of Accidents,185,23
Jaipur,Traffic Control,Uncontrolled,Greviously Injured,46,43
Jaipur,Traffic Control,Uncontrolled,Minor Injury,193,67
Jaipur,Traffic Control,Uncontrolled,Persons Killed,85,33
Jaipur,Traffic Control,Uncontrolled,Total Injured,239,76
Jaipur,Traffic Control,Uncontrolled,Total number of Accidents,291,66
Jamshedpur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,11,74
Jamshedpur,Traffic Control,Flashing Signal/Blinker,Minor Injury,1,34
Jamshedpur,Traffic Control,Flashing Signal/Blinker,Persons Killed,6,62
Jamshedpur,Traffic Control,Flashing Signal/Blinker,Total Injured,12,80
Jamshedpur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,14,66
Jamshedpur,Traffic Control,Others,Greviously Injured,0,79
Jamshedpur,Traffic Control,Others,Minor Injury,0,52
Jamshedpur,Traffic Control,Others,Persons Killed,0,58
Jamshedpur,Traffic Control,Others,Total Injured,0,27
Jamshedpur,Traffic Control,Others,Total number of Accidents,0,28
Jamshedpur,Traffic Control,Police Controlled,Greviously Injured,9,30
Jamshedpur,Traffic Control,Police Controlled,Minor Injury,2,17
Jamshedpur,Traffic Control,Police Controlled,Persons Killed,6,21
Jamshedpur,Traffic Control,Police Controlled,Total Injured,11,67
Jamshedpur,Traffic Control,Police Controlled,Total number of Accidents,15,37
Jamshedpur,Traffic Control,Stop Sign,Greviously Injured,10,49
Jamshedpur,Traffic Control,Stop Sign,Minor Injury,2,82
Jamshedpur,Traffic Control,Stop Sign,Persons Killed,5,21
Jamshedpur,Traffic Control,Stop Sign,Total Injured,12,61
Jamshedpur,Traffic Control,Stop Sign,Total number of Accidents,16,30
Jamshedpur,Traffic Control,Traffic Light Signal,Greviously Injured,12,81
Jamshedpur,Traffic Control,Traffic Light Signal,Minor Injury,2,82
Jamshedpur,Traffic Control,Traffic Light Signal,Persons Killed,8,36
Jamshedpur,Traffic Control,Traffic Light Signal,Total Injured,14,85
Jamshedpur,Traffic Control,Traffic Light Signal,Total number of Accidents,17,75
Jamshedpur,Traffic Control,Uncontrolled,Greviously Injured,34,16
Jamshedpur,Traffic Control,Uncontrolled,Minor Injury,8,67
Jamshedpur,Traffic Control,Uncontrolled,Persons Killed,22,49
Jamshedpur,Traffic Control,Uncontrolled,Total Injured,42,21
Jamshedpur,Traffic Control,Uncontrolled,Total number of Accidents,57,73
Jodhpur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0,42
Jodhpur,Traffic Control,Flashing Signal/Blinker,Minor Injury,1,18
Jodhpur,Traffic Control,Flashing Signal/Blinker,Persons Killed,3,84
Jodhpur,Traffic Control,Flashing Signal/Blinker,Total Injured,1,11
Jodhpur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,4,11
Jodhpur,Traffic Control,Others,Greviously Injured,27,38
Jodhpur,Traffic Control,Others,Minor Injury,120,84
Jodhpur,Traffic Control,Others,Persons Killed,104,25
Jodhpur,Traffic Control,Others,Total Injured,147,71
Jodhpur,Traffic Control,Others,Total number of Accidents,197,40
Jodhpur,Traffic Control,Police Controlled,Greviously Injured,0,49
Jodhpur,Traffic Control,Police Controlled,Minor Injury,9,40
Jodhpur,Traffic Control,Police Controlled,Persons Killed,6,43
Jodhpur,Traffic Control,Police Controlled,Total Injured,9,40
Jodhpur,Traffic Control,Police Controlled,Total number of Accidents,12,61
Jodhpur,Traffic Control,Stop Sign,Greviously Injured,0,71
Jodhpur,Traffic Control,Stop Sign,Minor Injury,0,79
Jodhpur,Traffic Control,Stop Sign,Persons Killed,0,16
Jodhpur,Traffic Control,Stop Sign,Total Injured,0,84
Jodhpur,Traffic Control,Stop Sign,Total number of Accidents,0,26
Jodhpur,Traffic Control,Traffic Light Signal,Greviously Injured,1,27
Jodhpur,Traffic Control,Traffic Light Signal,Minor Injury,6,12
Jodhpur,Traffic Control,Traffic Light Signal,Persons Killed,1,46
Jodhpur,Traffic Control,Traffic Light Signal,Total Injured,7,56
Jodhpur,Traffic Control,Traffic Light Signal,Total number of Accidents,7,57
Jodhpur,Traffic Control,Uncontrolled,Greviously Injured,5,48
Jodhpur,Traffic Control,Uncontrolled,Minor Injury,38,25
Jodhpur,Traffic Control,Uncontrolled,Persons Killed,28,49
Jodhpur,Traffic Control,Uncontrolled,Total Injured,43,23
Jodhpur,Traffic Control,Uncontrolled,Total number of Accidents,72,85
Kannur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0,28
Kannur,Traffic Control,Flashing Signal/Blinker,Minor Injury,0,86
Kannur,Traffic Control,Flashing Signal/Blinker,Persons Killed,0,57
Kannur,Traffic Control,Flashing Signal/Blinker,Total Injured,0,27
Kannur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,0,16
Kannur,Traffic Control,Others,Greviously Injured,214,73
Kannur,Traffic Control,Others,Minor Injury,190,87
Kannur,Traffic Control,Others,Persons Killed,46,76
Kannur,Traffic Control,Others,Total Injured,404,48
Kannur,Traffic Control,Others,Total number of Accidents,362,47
Kannur,Traffic Control,Police Controlled,Greviously Injured,12,62
Kannur,Traffic Control,Police Controlled,Minor Injury,10,43
Kannur,Traffic Control,Police Controlled,Persons Killed,4,80
Kannur,Traffic Control,Police Controlled,Total Injured,22,38
Kannur,Traffic Control,Police Controlled,Total number of Accidents,27,42
Kannur,Traffic Control,Stop Sign,Greviously Injured,0,33
Kannur,Traffic Control,Stop Sign,Minor Injury,0,18
Kannur,Traffic Control,Stop Sign,Persons Killed,0,61
Kannur,Traffic Control,Stop Sign,Total Injured,0,43
Kannur,Traffic Control,Stop Sign,Total number of Accidents,0,53
Kannur,Traffic Control,Traffic Light Signal,Greviously Injured,3,81
Kannur,Traffic Control,Traffic Light Signal,Minor Injury,4,57
Kannur,Traffic Control,Traffic Light Signal,Persons Killed,0,49
Kannur,Traffic Control,Traffic Light Signal,Total Injured,7,17
Kannur,Traffic Control,Traffic Light Signal,Total number of Accidents,6,87
Kannur,Traffic Control,Uncontrolled,Greviously Injured,75,64
Kannur,Traffic Control,Uncontrolled,Minor Injury,65,62
Kannur,Traffic Control,Uncontrolled,Persons Killed,7,29
